chunk_id,file,line,section,text,parameter_class,parameter_type,confidence,reviewed,notes
chunk_54d91bfc,src/v-st-ext.adoc,695,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL = 1",Bits within an element are numbered in a little-endian format with increasing bit index from right to left corresponding to increasing magnitude.,unknown,unknown,high,False,
chunk_b40e4e1f,src/v-st-ext.adoc,704,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL = 1",The element index is given in hexadecimal and is shown placed at the least-significant byte of the stored element.,unknown,unknown,high,False,
chunk_2489fc21,src/v-st-ext.adoc,711,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL = 1",SEW=8b 3 2 1 0 SEW=16b 1 0 SEW=32b 0,unknown,unknown,high,False,
chunk_5d1900d8,src/v-st-ext.adoc,719,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL = 1",SEW=8b 7 6 5 4 3 2 1 0 SEW=16b 3 2 1 0 SEW=32b 1 0 SEW=64b 0,unknown,unknown,high,False,
chunk_d19d0ab7,src/v-st-ext.adoc,726,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL = 1",Byte F E D C B A 9 8 7 6 5 4 3 2 1 0,unknown,unknown,high,False,
chunk_8e5330ce,src/v-st-ext.adoc,728,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL = 1",SEW=8b F E D C B A 9 8 7 6 5 4 3 2 1 0 SEW=16b 7 6 5 4 3 2 1 0 SEW=32b 3 2 1 0 SEW=64b 1 0,unknown,unknown,high,False,
chunk_00705a24,src/v-st-ext.adoc,735,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL = 1",Byte 1F1E1D1C1B1A19181716151413121110 F E D C B A 9 8 7 6 5 4 3 2 1 0,unknown,unknown,high,False,
chunk_47b6344f,src/v-st-ext.adoc,737,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL = 1",SEW=8b 1F1E1D1C1B1A19181716151413121110 F E D C B A 9 8 7 6 5 4 3 2 1 0 SEW=16b F E D C B A 9 8 7 6 5 4 3 2 1 0 SEW=32b 7 6 5 4 3 2 1 0 SEW=64b 3 2 1 0 ----,unknown,unknown,high,False,
chunk_2c5a6859,src/v-st-ext.adoc,746,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL < 1","When LMUL < 1, only the first LMUL*VLEN/SEW elements in the vector register are used.",CSR_controlled,enum,high,False,
chunk_b5cd7129,src/v-st-ext.adoc,746,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL < 1","The remaining space in the vector register is treated as part of the tail, and hence must obey the vta setting.",non_CSR_parameter,enum,very_high,False,
chunk_2d95f4d5,src/v-st-ext.adoc,754,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL < 1",Byte F E D C B A 9 8 7 6 5 4 3 2 1 0,unknown,unknown,high,False,
chunk_26be5177,src/v-st-ext.adoc,756,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL < 1",SEW=8b - - - - - - - - - - - - 3 2 1 0 SEW=16b - - - - - - 1 0 SEW=32b - - - 0 ----,unknown,unknown,high,False,
chunk_642d8cf4,src/v-st-ext.adoc,763,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL > 1","When vector registers are grouped, the elements of the vector register group are packed contiguously in element order beginning with the lowest-numbered vector register and moving to the next-highest-numbered vector register in the group once each vector register is filled.",unknown,unknown,high,False,
chunk_bc5eba89,src/v-st-ext.adoc,775,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL > 1",Byte 3 2 1 0 v2*n 3 2 1 0 v2*n+1 7 6 5 4,unknown,unknown,high,False,
chunk_63f0b9b1,src/v-st-ext.adoc,781,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL > 1",Byte 3 2 1 0 v2*n 1 0 v2*n+1 3 2,unknown,unknown,high,False,
chunk_95a9f49f,src/v-st-ext.adoc,787,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL > 1",Byte 3 2 1 0 v4*n 1 0 v4*n+1 3 2 v4*n+2 5 4 v4*n+3 7 6,unknown,unknown,high,False,
chunk_d7599f7f,src/v-st-ext.adoc,795,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL > 1",Byte 3 2 1 0 v4*n 0 v4*n+1 1 v4*n+2 2 v4*n+3 3,unknown,unknown,high,False,
chunk_b6642a6b,src/v-st-ext.adoc,803,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL > 1",Byte 7 6 5 4 3 2 1 0 v2*n 1 0 v2*n+1 3 2,unknown,unknown,high,False,
chunk_03846ff1,src/v-st-ext.adoc,809,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL > 1",Byte 7 6 5 4 3 2 1 0 v4*n 1 0 v4*n+1 3 2 v4*n+2 5 4 v4*n+3 7 6,unknown,unknown,high,False,
chunk_75a6490e,src/v-st-ext.adoc,817,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL > 1",Byte F E D C B A 9 8 7 6 5 4 3 2 1 0 v2*n 3 2 1 0 v2*n+1 7 6 5 4,unknown,unknown,high,False,
chunk_6eb0e4a2,src/v-st-ext.adoc,823,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping for LMUL > 1",Byte F E D C B A 9 8 7 6 5 4 3 2 1 0 v4*n 3 2 1 0 v4*n+1 7 6 5 4 v4*n+2 B A 9 8 v4*n+3 F E D C ----,unknown,unknown,high,False,
chunk_4bd6f882,src/v-st-ext.adoc,833,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations",The recommended software strategy when operating on multiple vectors with different precision values is to modify `vtype` dynamically to keep SEW/LMUL constant (and hence VLMAX constant).,CSR_controlled,enum,high,False,
chunk_4273fab1,src/v-st-ext.adoc,839,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations","The following example shows four different packed element widths (8b, 16b, 32b, 64b) in a VLEN=128b implementation.",CSR_controlled,enum,high,False,
chunk_2706a7b4,src/v-st-ext.adoc,839,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations",The vector register grouping factor (LMUL) is increased by the relative element size such that each group can hold the same number of vector elements (VLMAX=8 in this example) to simplify strip-mining code.,CSR_controlled,enum,high,False,
chunk_23cd3004,src/v-st-ext.adoc,848,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations","Byte F E D C B A 9 8 7 6 5 4 3 2 1 0 vn - - - - - - - - 7 6 5 4 3 2 1 0 SEW=8b, LMUL=1/2",unknown,unknown,high,False,
chunk_b13bf5c4,src/v-st-ext.adoc,851,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations","vn 7 6 5 4 3 2 1 0 SEW=16b, LMUL=1",unknown,unknown,high,False,
chunk_4a696ffa,src/v-st-ext.adoc,853,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations","v2*n 3 2 1 0 SEW=32b, LMUL=2 v2*n+1 7 6 5 4",unknown,unknown,high,False,
chunk_d242e6af,src/v-st-ext.adoc,856,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations","v4*n 1 0 SEW=64b, LMUL=4 v4*n+1 3 2 v4*n+2 5 4 v4*n+3 7 6 ----",unknown,unknown,high,False,
chunk_62236b15,src/v-st-ext.adoc,862,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations",The following table shows each possible constant SEW/LMUL operating point for loops with mixed-width operations.,unknown,unknown,high,False,
chunk_0949b082,src/v-st-ext.adoc,862,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations",Each column represents a constant SEW/LMUL operating point.,unknown,unknown,high,False,
chunk_7b712bae,src/v-st-ext.adoc,862,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations",Entries in table are the LMUL values that yield that column's SEW/LMUL value for the data width on that row.,unknown,unknown,high,False,
chunk_85d2a9b7,src/v-st-ext.adoc,862,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations","In each column, an LMUL setting for a data width indicates that it can be aligned with the other data widths in the same column that also have an LMUL setting, such that all have the same VLMAX.",CSR_controlled,enum,high,False,
chunk_6aae7a5b,src/v-st-ext.adoc,870,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations",| | 7+^| SEW/LMUL | | 1 | 2 | 4 | 8 | 16 | 32 | 64,unknown,unknown,high,False,
chunk_3e044c94,src/v-st-ext.adoc,874,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations",| SEW= 8 | 8 | 4 | 2 | 1 | 1/2 | 1/4 | 1/8 | SEW= 16 | | 8 | 4 | 2 | 1 | 1/2 | 1/4 | SEW= 32 | | | 8 | 4 | 2 | 1 | 1/2 | SEW= 64 | | | | 8 | 4 | 2 | 1 |,unknown,unknown,high,False,
chunk_8f5f8d0b,src/v-st-ext.adoc,880,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mapping across Mixed-Width Operations",Larger LMUL settings can also used to simply increase vector length to reduce instruction fetch and dispatch overheads in cases where fewer vector register groups are needed.,unknown,unknown,high,False,
chunk_1dbb37f1,src/v-st-ext.adoc,887,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mask Register Layout",A vector mask occupies only one vector register regardless of SEW and LMUL.,unknown,unknown,high,False,
chunk_1bc4d072,src/v-st-ext.adoc,891,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mask Register Layout",Each element is allocated a single mask bit in a mask vector register.,unknown,unknown,high,False,
chunk_800e13ed,src/v-st-ext.adoc,891,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Mapping of Vector Elements to Vector Register State > Mask Register Layout","The mask bit for element i is located in bit i of the mask register, independent of SEW or LMUL.",unknown,unknown,high,False,
chunk_1c47f08c,src/v-st-ext.adoc,901,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Instruction Formats",Vector loads and stores are encoded within the scalar floating-point load and store major opcodes (LOAD-FP/STORE-FP).,unknown,enum,high,False,
chunk_4e824fcd,src/v-st-ext.adoc,948,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Instruction Formats > Vector Operands","By default, for most operands of most instructions, EEW=SEW and EMUL=LMUL.",unknown,unknown,high,False,
chunk_838f92a2,src/v-st-ext.adoc,963,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Instruction Formats > Vector Operands","Vector operands or results may occupy one or more vector registers depending on EMUL, but are always specified using the lowest-numbered vector register in the group.",non_CSR_parameter,enum,medium,False,
chunk_5bb645c0,src/v-st-ext.adoc,969,"Preamble > ""V"" Extension for Vector Operations, Version 1.0 > Vector Instruction Formats > Vector Operands","An encoding that would result in the same vector register being read with two or more different EEWs, including when the vector register appears at different positions within two or more vector register groups, is reserved.",unknown,enum,high,False,
